Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Month_Year,Year,Month_Number,Month_Name
2593,Men,Lifestyle,Dunk Low,L,0,8747.18,0.00,0.00,2025-01-04,Retail,Mumbai,2505.60,2025-01,2025,1,Jan
2594,Women,Training,ZoomX Invincible,XL,3,7944.34,0.67,7864.90,2024-02-23,Retail,Hyderabad,1534.91,2024-02,2024,2,Feb
2595,Men,Basketball,LeBron 20,XL,0,0.00,0.00,0.00,2024-02-23,Retail,Delhi,420.27,2024-02,2024,2,Feb
2597,Kids,Running,Air Zoom,Unknown,3,3348.83,0.00,0.00,2024-12-05,Online,Bangalore,-540.08,2024-12,2024,12,Dec
2598,Women,Training,Metcon 7,8,0,9488.84,0.00,0.00,2024-12-06,Retail,Bangalore,3505.24,2024-12,2024,12,Dec
2600,Kids,Lifestyle,Air Force 1,M,3,0.00,0.00,0.00,2024-04-11,Online,Pune,803.62,2024-04,2024,4,Apr
2601,Women,Soccer,Tiempo Legend,XL,1,0.00,0.00,0.00,2024-09-27,Retail,Delhi,3739.40,2024-09,2024,9,Sep
2602,Kids,Running,Free RN,XL,2,3518.53,0.00,0.00,2024-11-17,Online,Pune,3494.88,2024-11,2024,11,Nov
2603,Women,Running,Air Zoom,L,0,0.00,0.00,0.00,2025-03-18,Online,Hyderabad,-144.08,2025-03,2025,3,Mar
2605,Kids,Lifestyle,Dunk Low,Unknown,0,7206.45,0.00,0.00,2025-02-01,Online,Bangalore,-228.84,2025-02,2025,2,Feb
2606,Women,Lifestyle,Air Force 1,L,0,4040.65,0.00,0.00,2025-06-04,Retail,Mumbai,805.92,2025-06,2025,6,Jun
2607,Women,Basketball,LeBron 20,Unknown,0,0.00,0.00,0.00,2023-08-31,Online,Kolkata,3522.02,2023-08,2023,8,Aug
2609,Kids,Soccer,Premier III,M,0,9649.28,0.00,0.00,2025-04-26,Online,Bangalore,2712.88,2025-04,2025,4,Apr
2610,Women,Lifestyle,Blazer Mid,M,0,8359.07,0.00,0.00,2025-05-06,Online,Bangalore,167.72,2025-05,2025,5,May
2612,Women,Training,Flex Trainer,M,0,0.00,0.00,0.00,2023-08-10,Retail,Mumbai,507.10,2023-08,2023,8,Aug
2614,Women,Running,React Infinity,XL,0,2265.00,0.00,0.00,2024-05-08,Retail,Bangalore,2095.44,2024-05,2024,5,May
2615,Women,Soccer,Phantom GT,XL,3,3042.37,0.12,8031.86,2025-03-24,Online,Pune,2105.48,2025-03,2025,3,Mar
2616,Men,Lifestyle,Waffle One,XL,0,0.00,0.20,0.00,2024-06-07,Online,Kolkata,2788.41,2024-06,2024,6,Jun
2618,Kids,Lifestyle,Dunk Low,XL,0,0.00,0.00,0.00,2025-06-23,Retail,Pune,3718.11,2025-06,2025,6,Jun
2619,Kids,Lifestyle,Waffle One,L,4,0.00,0.65,0.00,2024-01-22,Online,Hyderabad,-300.28,2024-01,2024,1,Jan
2621,Kids,Soccer,Phantom GT,L,3,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-1152.86,2024-05,2024,5,May
2622,Kids,Lifestyle,Blazer Mid,M,0,8073.58,0.00,0.00,2025-07-04,Online,Pune,-82.31,2025-07,2025,7,Jul
2623,Men,Running,Pegasus Turbo,L,0,4658.42,0.00,0.00,2025-08-04,Retail,Mumbai,1622.42,2025-08,2025,8,Aug
2625,Kids,Training,Flex Trainer,M,0,6815.44,0.00,0.00,2025-02-05,Online,Pune,3874.57,2025-02,2025,2,Feb
2626,Men,Running,Air Zoom,7,0,5550.99,0.00,0.00,2025-04-21,Retail,Bangalore,-757.90,2025-04,2025,4,Apr
2627,Women,Basketball,LeBron 20,7,0,0.00,0.00,0.00,2023-12-31,Online,Delhi,282.13,2023-12,2023,12,Dec
2628,Kids,Basketball,Kyrie Flytrap,L,4,0.00,0.44,0.00,2025-06-29,Retail,Pune,-348.88,2025-06,2025,6,Jun
2629,Kids,Lifestyle,Waffle One,XL,0,0.00,0.00,0.00,2024-10-23,Retail,Bangalore,1198.75,2024-10,2024,10,Oct
2631,Women,Basketball,Zoom Freak,Unknown,0,0.00,0.00,0.00,2025-03-16,Online,Kolkata,2848.46,2025-03,2025,3,Mar
2632,Men,Running,Pegasus Turbo,L,0,7504.20,0.99,0.00,2024-03-10,Online,Pune,2413.42,2024-03,2024,3,Mar
2633,Kids,Basketball,Air Jordan,10,0,0.00,0.71,0.00,2025-06-13,Online,Bangalore,3634.35,2025-06,2025,6,Jun
2634,Men,Lifestyle,Waffle One,Unknown,0,5815.75,0.00,0.00,2024-08-22,Retail,Bangalore,3190.46,2024-08,2024,8,Aug
2635,Women,Running,React Infinity,M,0,3934.22,0.00,0.00,2024-02-28,Online,Kolkata,430.63,2024-02,2024,2,Feb
2637,Kids,Training,SuperRep Go,L,0,0.00,0.00,0.00,2025-04-20,Retail,Hyderabad,3847.48,2025-04,2025,4,Apr
2638,Men,Soccer,Premier III,8,1,5028.99,0.00,0.00,2024-01-22,Online,Pune,654.11,2024-01,2024,1,Jan
2639,Men,Lifestyle,Blazer Mid,XL,0,2597.93,0.00,0.00,2025-06-25,Retail,Pune,374.95,2025-06,2025,6,Jun
2640,Kids,Training,ZoomX Invincible,9,2,7900.02,0.00,0.00,2024-02-08,Online,Bangalore,861.92,2024-02,2024,2,Feb
2641,Men,Running,React Infinity,Unknown,0,2890.77,0.00,0.00,2024-11-27,Online,Bangalore,1709.06,2024-11,2024,11,Nov
2642,Women,Lifestyle,Air Force 1,XL,0,0.00,0.00,0.00,2025-05-17,Retail,Pune,-785.16,2025-05,2025,5,May
2643,Men,Soccer,Mercurial Superfly,Unknown,0,0.00,0.00,0.00,2025-04-17,Retail,Mumbai,2715.31,2025-04,2025,4,Apr
2646,Men,Soccer,Premier III,XL,1,0.00,0.89,0.00,2024-10-20,Retail,Kolkata,2676.52,2024-10,2024,10,Oct
2648,Men,Running,React Infinity,L,0,3477.49,0.54,0.00,2025-03-06,Retail,Delhi,3487.39,2025-03,2025,3,Mar
2649,Women,Basketball,Kyrie Flytrap,L,0,6798.48,1.00,0.00,2025-01-02,Retail,Mumbai,2297.40,2025-01,2025,1,Jan
2650,Men,Lifestyle,Blazer Mid,Unknown,0,0.00,0.00,0.00,2023-08-14,Retail,Bangalore,3703.68,2023-08,2023,8,Aug
2651,Kids,Basketball,Air Jordan,L,1,0.00,0.00,0.00,2024-10-27,Online,Kolkata,-819.33,2024-10,2024,10,Oct
2652,Women,Basketball,Air Jordan,Unknown,2,0.00,1.00,0.00,2025-10-04,Online,Delhi,-240.80,2025-10,2025,10,Oct
2653,Men,Running,Pegasus Turbo,M,0,6178.85,1.00,0.00,2024-10-12,Online,Hyderabad,2550.88,2024-10,2024,10,Oct
2654,Kids,Soccer,Tiempo Legend,M,0,0.00,0.00,0.00,2024-07-21,Online,Bangalore,2933.02,2024-07,2024,7,Jul
2657,Kids,Running,Air Zoom,M,4,0.00,0.00,0.00,2025-04-07,Online,Delhi,494.45,2025-04,2025,4,Apr
2658,Women,Lifestyle,Dunk Low,L,1,0.00,0.00,0.00,2025-04-26,Online,Delhi,155.53,2025-04,2025,4,Apr
2659,Kids,Basketball,LeBron 20,M,0,9945.56,1.00,0.00,2025-12-05,Online,Hyderabad,-1116.54,2025-12,2025,12,Dec
2660,Men,Training,Flex Trainer,Unknown,0,0.00,0.00,0.00,2024-01-11,Retail,Pune,2519.25,2024-01,2024,1,Jan
2663,Kids,Training,Metcon 7,L,2,0.00,0.43,0.00,2025-06-17,Retail,Delhi,3174.81,2025-06,2025,6,Jun
2664,Kids,Running,Pegasus Turbo,L,2,9103.08,0.00,0.00,2024-11-12,Online,Mumbai,1726.80,2024-11,2024,11,Nov
2667,Women,Lifestyle,Air Force 1,XL,3,9367.66,0.00,0.00,2025-03-23,Online,Delhi,-623.95,2025-03,2025,3,Mar
2668,Women,Training,ZoomX Invincible,M,0,0.00,0.45,0.00,2024-12-20,Retail,Bangalore,3138.32,2024-12,2024,12,Dec
2671,Kids,Running,Air Zoom,XL,0,9264.49,0.00,0.00,2025-06-26,Retail,Pune,491.18,2025-06,2025,6,Jun
2672,Women,Lifestyle,Air Force 1,XL,2,0.00,0.00,0.00,2024-08-04,Online,Mumbai,67.58,2024-08,2024,8,Aug
2674,Women,Lifestyle,Waffle One,7,0,4784.45,0.00,0.00,2025-01-25,Online,Pune,3357.12,2025-01,2025,1,Jan
2675,Women,Soccer,Premier III,12,3,0.00,0.00,0.00,2025-04-04,Online,Hyderabad,2731.71,2025-04,2025,4,Apr
2676,Men,Running,Air Zoom,10,0,0.00,0.00,0.00,2025-05-13,Online,Delhi,3932.36,2025-05,2025,5,May
2678,Kids,Running,Pegasus Turbo,Unknown,0,4240.24,1.00,0.00,2024-06-11,Retail,Pune,3483.11,2024-06,2024,6,Jun
2679,Men,Training,Flex Trainer,M,0,2758.08,0.04,0.00,2024-07-05,Online,Bangalore,2447.58,2024-07,2024,7,Jul
2680,Kids,Training,Metcon 7,Unknown,0,0.00,0.00,0.00,2025-07-21,Retail,Pune,1044.98,2025-07,2025,7,Jul
2682,Men,Basketball,LeBron 20,XL,4,0.00,0.41,0.00,2024-08-28,Retail,Pune,3614.76,2024-08,2024,8,Aug
2683,Kids,Lifestyle,Dunk Low,XL,1,0.00,0.00,0.00,2025-12-06,Online,Mumbai,1119.71,2025-12,2025,12,Dec
2684,Men,Lifestyle,Blazer Mid,L,0,0.00,0.73,0.00,2025-11-04,Retail,Mumbai,1556.61,2025-11,2025,11,Nov
2685,Kids,Lifestyle,Dunk Low,M,4,0.00,0.00,0.00,2025-05-22,Retail,Hyderabad,1377.72,2025-05,2025,5,May
2686,Women,Lifestyle,Blazer Mid,L,0,9585.39,1.00,0.00,2025-07-03,Retail,Hyderabad,761.26,2025-07,2025,7,Jul
2687,Women,Lifestyle,Waffle One,8,0,2381.94,0.00,0.00,2024-09-30,Retail,Delhi,1457.93,2024-09,2024,9,Sep
2689,Women,Basketball,LeBron 20,Unknown,0,5260.17,0.00,0.00,2025-01-28,Retail,Mumbai,1402.81,2025-01,2025,1,Jan
2690,Kids,Training,Metcon 7,6,0,0.00,0.00,0.00,2024-11-21,Online,Mumbai,1125.71,2024-11,2024,11,Nov
2692,Women,Training,Metcon 7,XL,0,0.00,0.47,0.00,2024-06-02,Online,Bangalore,2528.27,2024-06,2024,6,Jun
2693,Kids,Training,ZoomX Invincible,10,0,0.00,0.00,0.00,2025-05-11,Online,Bangalore,262.12,2025-05,2025,5,May
2694,Women,Training,Metcon 7,M,0,0.00,0.00,0.00,2024-07-25,Online,Hyderabad,-249.45,2024-07,2024,7,Jul
2695,Men,Basketball,Air Jordan,L,0,0.00,0.00,0.00,2024-12-10,Online,Hyderabad,3234.28,2024-12,2024,12,Dec
2696,Women,Lifestyle,Blazer Mid,L,0,0.00,1.00,0.00,2024-11-22,Online,Mumbai,66.43,2024-11,2024,11,Nov
2697,Men,Basketball,Air Jordan,M,0,0.00,0.09,0.00,2025-06-25,Online,Delhi,681.86,2025-06,2025,6,Jun
2699,Men,Lifestyle,Dunk Low,XL,0,0.00,0.00,0.00,2025-02-21,Online,Mumbai,1052.65,2025-02,2025,2,Feb
2700,Kids,Training,Metcon 7,XL,0,0.00,0.48,0.00,2025-07-11,Retail,Bangalore,1423.83,2025-07,2025,7,Jul
2701,Men,Training,SuperRep Go,XL,0,0.00,0.00,0.00,2024-11-29,Online,Delhi,2007.01,2024-11,2024,11,Nov
2702,Men,Basketball,Kyrie Flytrap,XL,0,0.00,0.00,0.00,2024-12-16,Online,Pune,687.32,2024-12,2024,12,Dec
2703,Kids,Running,Pegasus Turbo,L,0,5214.32,0.00,0.00,2025-06-24,Online,Kolkata,-637.13,2025-06,2025,6,Jun
2705,Men,Running,Pegasus Turbo,Unknown,0,0.00,0.00,0.00,2024-01-07,Retail,Pune,-37.88,2024-01,2024,1,Jan
2706,Women,Training,ZoomX Invincible,XL,0,0.00,0.00,0.00,2025-08-05,Retail,Kolkata,3153.10,2025-08,2025,8,Aug
2708,Kids,Basketball,Kyrie Flytrap,L,0,4523.72,0.00,0.00,2024-10-14,Online,Hyderabad,-237.90,2024-10,2024,10,Oct
2709,Kids,Running,Free RN,10,1,6302.98,0.48,3277.55,2025-03-08,Retail,Delhi,2835.93,2025-03,2025,3,Mar
2712,Women,Running,Pegasus Turbo,XL,0,0.00,0.00,0.00,2024-07-22,Retail,Delhi,3024.11,2024-07,2024,7,Jul
2713,Men,Lifestyle,Air Force 1,L,1,7877.36,0.55,3544.81,2025-05-10,Retail,Kolkata,3663.49,2025-05,2025,5,May
2715,Kids,Basketball,LeBron 20,L,0,0.00,1.00,0.00,2025-06-13,Online,Kolkata,-1164.37,2025-06,2025,6,Jun
2716,Kids,Training,SuperRep Go,M,0,4830.96,0.00,0.00,2024-11-17,Online,Pune,1344.73,2024-11,2024,11,Nov
2717,Men,Running,Free RN,M,0,9473.09,0.00,0.00,2024-11-17,Online,Delhi,3055.36,2024-11,2024,11,Nov
2719,Women,Training,Metcon 7,Unknown,0,4819.76,0.00,0.00,2024-03-22,Retail,Kolkata,2066.12,2024-03,2024,3,Mar
2721,Kids,Training,Flex Trainer,L,0,0.00,0.00,0.00,2023-11-11,Online,Bangalore,1275.23,2023-11,2023,11,Nov
2722,Women,Lifestyle,Dunk Low,L,0,0.00,0.09,0.00,2024-09-30,Online,Kolkata,818.65,2024-09,2024,9,Sep
2723,Women,Lifestyle,Dunk Low,XL,0,3403.54,0.00,0.00,2025-03-10,Online,Kolkata,221.41,2025-03,2025,3,Mar
2724,Women,Training,Flex Trainer,L,0,8007.22,0.00,0.00,2025-01-16,Online,Delhi,1190.20,2025-01,2025,1,Jan
2726,Women,Training,Flex Trainer,Unknown,0,0.00,0.48,0.00,2024-08-19,Retail,Pune,1392.27,2024-08,2024,8,Aug
2729,Kids,Training,Flex Trainer,Unknown,0,6383.55,0.00,0.00,2025-04-29,Retail,Delhi,2079.06,2025-04,2025,4,Apr
2731,Kids,Lifestyle,Dunk Low,M,3,0.00,0.00,0.00,2025-03-28,Online,Kolkata,3961.27,2025-03,2025,3,Mar
2732,Women,Training,SuperRep Go,M,0,3402.80,0.00,0.00,2025-03-01,Online,Hyderabad,1045.50,2025-03,2025,3,Mar
2733,Women,Running,Free RN,L,0,6743.38,0.00,0.00,2024-11-22,Online,Pune,1908.63,2024-11,2024,11,Nov
2734,Women,Soccer,Tiempo Legend,Unknown,0,0.00,0.00,0.00,2025-07-10,Online,Bangalore,1229.08,2025-07,2025,7,Jul
2735,Kids,Running,Free RN,XL,0,0.00,0.00,0.00,2024-08-05,Online,Kolkata,928.63,2024-08,2024,8,Aug
2736,Men,Soccer,Tiempo Legend,Unknown,0,0.00,0.49,0.00,2025-02-22,Retail,Delhi,3042.49,2025-02,2025,2,Feb
2737,Kids,Basketball,Kyrie Flytrap,XL,0,0.00,0.00,0.00,2024-09-10,Retail,Mumbai,144.37,2024-09,2024,9,Sep
2738,Women,Training,ZoomX Invincible,M,3,0.00,0.39,0.00,2025-05-11,Retail,Pune,-712.53,2025-05,2025,5,May
2739,Kids,Running,Free RN,L,2,0.00,0.26,0.00,2025-02-04,Online,Kolkata,2350.69,2025-02,2025,2,Feb
2741,Women,Training,SuperRep Go,L,0,5241.90,0.00,0.00,2025-01-15,Online,Hyderabad,-295.49,2025-01,2025,1,Jan
2742,Kids,Lifestyle,Blazer Mid,XL,0,7063.25,0.00,0.00,2024-11-14,Online,Mumbai,3746.48,2024-11,2024,11,Nov
2745,Men,Soccer,Phantom GT,XL,0,0.00,0.94,0.00,2024-12-31,Retail,Hyderabad,501.65,2024-12,2024,12,Dec
2746,Women,Basketball,Air Jordan,L,0,9795.69,0.00,0.00,2024-09-21,Online,Mumbai,1044.46,2024-09,2024,9,Sep
2748,Men,Basketball,Kyrie Flytrap,XL,0,0.00,0.05,0.00,2024-08-14,Retail,Pune,1010.96,2024-08,2024,8,Aug
2751,Men,Basketball,Air Jordan,XL,0,4776.83,0.00,0.00,2025-03-09,Retail,Delhi,2857.99,2025-03,2025,3,Mar
2752,Kids,Lifestyle,Waffle One,Unknown,0,0.00,0.00,0.00,2025-02-23,Retail,Pune,341.26,2025-02,2025,2,Feb
2753,Men,Running,Pegasus Turbo,L,0,0.00,0.00,0.00,2024-12-02,Retail,Kolkata,-364.23,2024-12,2024,12,Dec
2754,Kids,Training,ZoomX Invincible,XL,1,0.00,0.00,0.00,2025-01-03,Online,Kolkata,3565.12,2025-01,2025,1,Jan
2755,Men,Running,React Infinity,M,3,8574.00,0.00,0.00,2024-12-24,Online,Bangalore,161.95,2024-12,2024,12,Dec
2756,Women,Lifestyle,Waffle One,Unknown,0,8510.85,1.00,0.00,2023-09-21,Retail,Bangalore,1491.91,2023-09,2023,9,Sep
2757,Men,Soccer,Phantom GT,Unknown,0,3101.14,0.00,0.00,2025-05-21,Online,Hyderabad,-271.85,2025-05,2025,5,May
2759,Kids,Soccer,Premier III,Unknown,0,0.00,0.00,0.00,2024-01-26,Retail,Delhi,1822.72,2024-01,2024,1,Jan
2760,Men,Training,SuperRep Go,7,0,0.00,0.00,0.00,2025-05-28,Online,Mumbai,1496.19,2025-05,2025,5,May
2763,Women,Soccer,Phantom GT,10,4,3328.58,0.00,0.00,2024-07-31,Online,Pune,-763.34,2024-07,2024,7,Jul
2764,Kids,Lifestyle,Blazer Mid,Unknown,0,7776.94,0.00,0.00,2025-03-17,Retail,Kolkata,-532.24,2025-03,2025,3,Mar
2765,Women,Soccer,Premier III,M,0,6370.84,0.00,0.00,2025-06-24,Online,Mumbai,1609.70,2025-06,2025,6,Jun
2766,Women,Lifestyle,Dunk Low,Unknown,0,2609.07,0.00,0.00,2024-12-23,Retail,Mumbai,-265.27,2024-12,2024,12,Dec
2767,Kids,Basketball,Zoom Freak,L,0,6887.39,0.00,0.00,2025-07-21,Online,Delhi,1562.76,2025-07,2025,7,Jul
2768,Men,Basketball,LeBron 20,Unknown,0,0.00,0.00,0.00,2025-01-03,Online,Pune,3525.96,2025-01,2025,1,Jan
2770,Men,Soccer,Tiempo Legend,9,0,0.00,0.70,0.00,2024-08-22,Online,Kolkata,-1095.12,2024-08,2024,8,Aug
2771,Men,Running,Pegasus Turbo,M,0,5222.92,0.00,0.00,2025-05-26,Online,Delhi,1804.67,2025-05,2025,5,May
2772,Kids,Basketball,Zoom Freak,12,0,0.00,0.00,0.00,2025-04-01,Online,Pune,2332.29,2025-04,2025,4,Apr
2773,Women,Training,ZoomX Invincible,M,1,5045.62,1.00,0.00,2025-02-04,Online,Hyderabad,1191.02,2025-02,2025,2,Feb
2776,Men,Training,Flex Trainer,L,0,0.00,0.00,0.00,2025-03-17,Retail,Mumbai,1143.68,2025-03,2025,3,Mar
2778,Kids,Soccer,Phantom GT,11,0,4462.26,0.00,0.00,2025-06-20,Online,Hyderabad,1006.73,2025-06,2025,6,Jun
2779,Kids,Basketball,Kyrie Flytrap,Unknown,0,0.00,0.09,0.00,2024-12-06,Online,Bangalore,-187.36,2024-12,2024,12,Dec
2781,Men,Training,Metcon 7,12,1,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31,2023-09,2023,9,Sep
2783,Women,Running,React Infinity,Unknown,0,0.00,0.36,0.00,2024-08-09,Retail,Pune,134.95,2024-08,2024,8,Aug
2784,Women,Basketball,Kyrie Flytrap,M,0,0.00,0.00,0.00,2025-01-28,Online,Pune,2982.03,2025-01,2025,1,Jan
2785,Women,Lifestyle,Blazer Mid,L,2,0.00,0.00,0.00,2024-10-20,Retail,Hyderabad,-834.71,2024-10,2024,10,Oct
2786,Women,Lifestyle,Blazer Mid,9,0,0.00,0.59,0.00,2024-10-20,Online,Hyderabad,3872.35,2024-10,2024,10,Oct
2787,Kids,Training,Metcon 7,12,3,3440.88,0.00,0.00,2024-08-31,Online,Pune,22.93,2024-08,2024,8,Aug
2788,Women,Soccer,Mercurial Superfly,M,0,7478.84,0.00,0.00,2024-01-04,Retail,Hyderabad,-18.40,2024-01,2024,1,Jan
2789,Kids,Lifestyle,Dunk Low,M,0,0.00,0.00,0.00,2024-01-15,Retail,Kolkata,1756.75,2024-01,2024,1,Jan
2790,Kids,Running,React Infinity,XL,0,0.00,0.00,0.00,2024-08-17,Retail,Delhi,2554.82,2024-08,2024,8,Aug
2791,Kids,Training,Metcon 7,M,0,0.00,0.00,0.00,2024-05-29,Retail,Delhi,1194.43,2024-05,2024,5,May
2792,Kids,Lifestyle,Waffle One,L,0,4338.16,0.00,0.00,2025-08-05,Online,Kolkata,-328.05,2025-08,2025,8,Aug
2793,Men,Running,Pegasus Turbo,XL,0,0.00,0.00,0.00,2024-10-12,Retail,Bangalore,922.24,2024-10,2024,10,Oct
2796,Men,Lifestyle,Dunk Low,12,0,2849.49,0.00,0.00,2023-11-08,Retail,Mumbai,2597.58,2023-11,2023,11,Nov
2797,Women,Lifestyle,Dunk Low,Unknown,0,2162.29,0.00,0.00,2025-03-30,Retail,Delhi,3158.47,2025-03,2025,3,Mar
2799,Kids,Training,SuperRep Go,Unknown,3,2359.47,0.54,3256.07,2025-08-07,Online,Mumbai,3165.65,2025-08,2025,8,Aug
2800,Women,Running,React Infinity,6,0,8737.08,0.90,0.00,2025-03-13,Online,Delhi,1737.00,2025-03,2025,3,Mar
2801,Women,Running,React Infinity,8,2,0.00,0.00,0.00,2024-02-13,Retail,Mumbai,2966.12,2024-02,2024,2,Feb
2802,Men,Running,Free RN,L,3,0.00,0.00,0.00,2024-01-19,Online,Kolkata,-231.73,2024-01,2024,1,Jan
2803,Women,Soccer,Mercurial Superfly,XL,0,0.00,0.00,0.00,2023-11-02,Online,Hyderabad,83.11,2023-11,2023,11,Nov
2805,Women,Running,Pegasus Turbo,L,0,0.00,0.82,0.00,2023-08-28,Online,Pune,2037.76,2023-08,2023,8,Aug
2806,Kids,Basketball,Kyrie Flytrap,7,3,4466.78,0.00,0.00,2024-02-10,Online,Bangalore,2407.08,2024-02,2024,2,Feb
2807,Kids,Training,ZoomX Invincible,L,2,0.00,0.00,0.00,2024-01-10,Online,Hyderabad,875.36,2024-01,2024,1,Jan
2811,Men,Basketball,Zoom Freak,8,3,9153.02,0.00,0.00,2025-01-24,Retail,Bangalore,-77.61,2025-01,2025,1,Jan
2812,Men,Basketball,LeBron 20,Unknown,2,9507.39,0.01,18824.63,2024-08-08,Online,Kolkata,2570.01,2024-08,2024,8,Aug
2814,Kids,Running,React Infinity,M,0,0.00,0.00,0.00,2024-10-07,Online,Delhi,1702.06,2024-10,2024,10,Oct
2816,Men,Basketball,LeBron 20,M,3,5983.35,0.00,0.00,2025-01-22,Retail,Hyderabad,916.13,2025-01,2025,1,Jan
2818,Kids,Soccer,Premier III,Unknown,0,0.00,0.00,0.00,2025-05-08,Retail,Pune,-797.91,2025-05,2025,5,May
2819,Kids,Soccer,Premier III,9,0,7645.41,0.00,0.00,2025-01-20,Retail,Bangalore,593.62,2025-01,2025,1,Jan
2820,Women,Lifestyle,Blazer Mid,M,4,8659.15,0.00,0.00,2024-08-05,Online,Mumbai,2078.39,2024-08,2024,8,Aug
2821,Kids,Lifestyle,Air Force 1,Unknown,0,3360.35,0.00,0.00,2025-04-08,Online,Delhi,2991.25,2025-04,2025,4,Apr
2822,Women,Lifestyle,Blazer Mid,11,0,8314.34,0.00,0.00,2025-10-07,Retail,Bangalore,-1145.98,2025-10,2025,10,Oct
2823,Men,Soccer,Mercurial Superfly,L,1,0.00,0.00,0.00,2024-07-27,Retail,Mumbai,-1125.91,2024-07,2024,7,Jul
2824,Men,Basketball,Air Jordan,L,4,5123.35,0.00,0.00,2024-11-02,Online,Mumbai,1620.37,2024-11,2024,11,Nov
2827,Men,Basketball,Air Jordan,L,0,4278.28,1.00,0.00,2025-01-27,Retail,Hyderabad,860.32,2025-01,2025,1,Jan
2828,Women,Training,ZoomX Invincible,XL,0,2095.00,0.00,0.00,2024-05-09,Online,Hyderabad,-831.40,2024-05,2024,5,May
2829,Men,Basketball,LeBron 20,XL,0,0.00,0.00,0.00,2024-07-17,Online,Kolkata,2539.92,2024-07,2024,7,Jul
2831,Women,Training,SuperRep Go,7,4,0.00,0.00,0.00,2024-11-10,Online,Mumbai,3134.87,2024-11,2024,11,Nov
2832,Kids,Basketball,Kyrie Flytrap,Unknown,0,0.00,0.15,0.00,2024-05-17,Retail,Hyderabad,752.00,2024-05,2024,5,May
2833,Women,Training,Flex Trainer,XL,4,2224.90,0.00,0.00,2025-01-19,Online,Pune,-16.04,2025-01,2025,1,Jan
2834,Kids,Training,Flex Trainer,M,0,9544.08,0.00,0.00,2024-09-05,Retail,Kolkata,575.58,2024-09,2024,9,Sep
2835,Women,Lifestyle,Air Force 1,Unknown,0,9240.64,0.63,0.00,2024-10-07,Retail,Pune,1873.76,2024-10,2024,10,Oct
2836,Men,Basketball,Kyrie Flytrap,L,0,9098.90,0.75,0.00,2025-07-22,Retail,Delhi,2729.87,2025-07,2025,7,Jul
2838,Women,Basketball,Air Jordan,XL,4,8605.73,0.00,0.00,2025-08-01,Retail,Pune,-990.99,2025-08,2025,8,Aug
2839,Men,Lifestyle,Waffle One,6,0,0.00,0.00,0.00,2025-03-03,Online,Hyderabad,2992.52,2025-03,2025,3,Mar
2842,Women,Soccer,Phantom GT,M,0,0.00,0.00,0.00,2025-01-19,Online,Bangalore,-1193.98,2025-01,2025,1,Jan
2843,Men,Training,SuperRep Go,12,0,0.00,0.00,0.00,2025-04-25,Online,Mumbai,3574.05,2025-04,2025,4,Apr
2845,Men,Training,ZoomX Invincible,Unknown,0,0.00,0.00,0.00,2023-10-31,Retail,Pune,40.98,2023-10,2023,10,Oct
2846,Kids,Training,ZoomX Invincible,L,0,2932.99,0.00,0.00,2024-10-29,Online,Pune,-543.26,2024-10,2024,10,Oct
2847,Men,Training,Metcon 7,XL,0,0.00,0.16,0.00,2024-11-16,Online,Bangalore,3988.85,2024-11,2024,11,Nov
2848,Kids,Running,Free RN,8,0,9476.80,0.03,0.00,2024-08-14,Online,Hyderabad,-350.03,2024-08,2024,8,Aug
2850,Kids,Lifestyle,Waffle One,XL,2,0.00,0.00,0.00,2024-11-10,Retail,Pune,458.86,2024-11,2024,11,Nov
2851,Kids,Lifestyle,Blazer Mid,XL,0,2241.11,0.00,0.00,2024-12-28,Online,Mumbai,1243.95,2024-12,2024,12,Dec
2853,Women,Basketball,Kyrie Flytrap,XL,0,0.00,0.00,0.00,2025-02-06,Retail,Hyderabad,3841.05,2025-02,2025,2,Feb
2854,Women,Basketball,LeBron 20,Unknown,0,0.00,0.98,0.00,2023-11-07,Online,Pune,1103.35,2023-11,2023,11,Nov
2855,Kids,Basketball,Air Jordan,Unknown,0,2809.80,0.00,0.00,2025-04-20,Online,Mumbai,-425.73,2025-04,2025,4,Apr
2856,Kids,Basketball,Kyrie Flytrap,M,0,0.00,1.00,0.00,2023-10-12,Online,Kolkata,3137.85,2023-10,2023,10,Oct
2857,Women,Running,React Infinity,10,0,4105.44,0.73,0.00,2024-08-25,Online,Kolkata,3197.09,2024-08,2024,8,Aug
2858,Kids,Lifestyle,Air Force 1,Unknown,0,0.00,0.60,0.00,2024-10-26,Retail,Pune,2847.01,2024-10,2024,10,Oct
2860,Kids,Lifestyle,Air Force 1,XL,0,7568.04,0.00,0.00,2025-04-07,Retail,Hyderabad,1365.30,2025-04,2025,4,Apr
2861,Kids,Training,ZoomX Invincible,XL,0,0.00,0.00,0.00,2025-04-20,Online,Pune,650.99,2025-04,2025,4,Apr
2862,Kids,Soccer,Phantom GT,9,4,7940.29,1.00,0.00,2024-11-11,Retail,Delhi,1803.25,2024-11,2024,11,Nov
